ACC,MIhat,Purity,P,R,F,RI,omega,lambda,r,p,time,iter
0.7143,0.6901,0.7143,0.5595,0.6867,0.6166,0.5474,0.00090,10.0000,5.0,0.1,6.54,137,bw 
0.2190,0.0592,0.2190,0.1582,0.6920,0.2575,0.0408,0.00090,50.0000,5.0,1.0,5.82,122,bw 
0.2857,0.2829,0.2857,0.2516,0.9025,0.3936,0.2255,0.00090,50.0000,5.0,0.9,7.06,145,bw 
0.1952,0.0402,0.1952,0.1459,0.6900,0.2409,0.0153,0.00090,50.0000,5.0,0.8,6.31,139,bw 
0.4143,0.3890,0.4143,0.3106,0.7806,0.4443,0.3067,0.00090,50.0000,5.0,0.7,5.88,135,bw 
0.5619,0.5490,0.5619,0.4177,0.6709,0.5149,0.4148,0.00090,50.0000,5.0,0.6,5.70,127,bw 
0.3238,0.1445,0.3238,0.1793,0.5488,0.2703,0.0772,0.00090,50.0000,5.0,0.5,6.36,123,bw 
0.3095,0.2175,0.3333,0.2137,0.2745,0.2403,0.0999,0.00090,50.0000,5.0,0.4,6.01,111,bw 
0.5333,0.5769,0.5667,0.4455,0.6470,0.5277,0.4348,0.00090,50.0000,5.0,0.3,6.34,116,bw 
0.3381,0.2368,0.3667,0.2346,0.2995,0.2631,0.1273,0.00090,50.0000,5.0,0.2,6.73,111,bw 
0.5143,0.5339,0.5381,0.4355,0.5176,0.4730,0.3795,0.00090,50.0000,5.0,0.1,6.73,112,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,5.0,1.0,6.55,126,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,5.0,0.9,5.76,122,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,5.0,0.8,7.50,122,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,5.0,0.7,8.47,120,bw 
0.3619,0.2414,0.3619,0.2469,0.5875,0.3477,0.1893,0.00090,100.0000,5.0,0.6,10.47,151,bw 
0.4762,0.5460,0.4762,0.3902,0.9107,0.5464,0.4370,0.00090,100.0000,5.0,0.5,8.52,138,bw 
0.4333,0.4716,0.4524,0.3357,0.7146,0.4568,0.3304,0.00090,100.0000,5.0,0.4,7.44,127,bw 
0.4190,0.3448,0.4238,0.2601,0.5199,0.3468,0.1985,0.00090,100.0000,5.0,0.3,6.94,124,bw 
0.2762,0.1045,0.2905,0.1645,0.2013,0.1810,0.0334,0.00090,100.0000,5.0,0.2,7.23,115,bw 
0.4905,0.4868,0.5238,0.3915,0.4782,0.4305,0.3280,0.00090,100.0000,5.0,0.1,6.61,117,bw 
0.6905,0.6428,0.7238,0.6092,0.6246,0.6168,0.5542,0.00090,0.0261,6.0,1.0,3.13,52,bw 
0.6619,0.6016,0.6619,0.5159,0.6230,0.5644,0.4865,0.00090,0.0261,6.0,0.9,3.08,51,bw 
0.6952,0.5760,0.6952,0.5333,0.5652,0.5488,0.4736,0.00090,0.0261,6.0,0.8,2.95,45,bw 
0.5333,0.4669,0.5524,0.4234,0.4690,0.4450,0.3502,0.00090,0.0261,6.0,0.7,2.26,39,bw 
0.5667,0.4624,0.5762,0.4520,0.4640,0.4579,0.3693,0.00090,0.0261,6.0,0.6,1.97,32,bw 
0.5762,0.4573,0.5762,0.4180,0.4621,0.4389,0.3432,0.00090,0.0261,6.0,0.5,1.82,30,bw 
0.4810,0.4027,0.4810,0.3536,0.3787,0.3657,0.2594,0.00090,0.0261,6.0,0.4,1.46,25,bw 
0.4762,0.4043,0.4810,0.3611,0.3813,0.3709,0.2664,0.00090,0.0261,6.0,0.3,1.59,24,bw 
0.4667,0.4112,0.4714,0.3644,0.3869,0.3753,0.2711,0.00090,0.0261,6.0,0.2,1.60,22,bw 
0.4619,0.4097,0.4810,0.3724,0.3934,0.3826,0.2800,0.00090,0.0261,6.0,0.1,1.39,17,bw 
0.5238,0.4336,0.5429,0.3847,0.4105,0.3972,0.2964,0.00090,0.0100,6.0,1.0,1.98,29,bw 
0.6000,0.4902,0.6000,0.4478,0.5044,0.4744,0.3839,0.00090,0.0100,6.0,0.9,1.94,28,bw 
0.4952,0.4237,0.4952,0.3712,0.4010,0.3855,0.2821,0.00090,0.0100,6.0,0.8,1.54,22,bw 
0.4857,0.4087,0.4857,0.3666,0.3856,0.3759,0.2724,0.00090,0.0100,6.0,0.7,1.48,21,bw 
0.4524,0.4136,0.4762,0.3677,0.3977,0.3821,0.2780,0.00090,0.0100,6.0,0.6,1.49,19,bw 
0.4571,0.4023,0.4714,0.3652,0.3862,0.3754,0.2715,0.00090,0.0100,6.0,0.5,0.92,12,bw 
0.4619,0.4111,0.4762,0.3717,0.3924,0.3818,0.2790,0.00090,0.0100,6.0,0.4,0.93,13,bw 
0.4524,0.3999,0.4667,0.3608,0.3842,0.3721,0.2673,0.00090,0.0100,6.0,0.3,1.14,15,bw 
0.4571,0.4123,0.4810,0.3740,0.3990,0.3861,0.2834,0.00090,0.0100,6.0,0.2,1.00,12,bw 
0.4524,0.4153,0.4762,0.3708,0.3990,0.3844,0.2809,0.00090,0.0100,6.0,0.1,0.82,11,bw 
0.7810,0.7506,0.7810,0.6407,0.6893,0.6641,0.6077,0.00090,0.1000,6.0,1.0,4.42,72,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.00090,0.1000,6.0,0.9,4.67,77,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.00090,0.1000,6.0,0.8,4.06,67,bw 
0.7143,0.7965,0.7143,0.6285,1.0000,0.7719,0.7250,0.00090,0.1000,6.0,0.7,4.02,66,bw 
0.7048,0.6787,0.7238,0.6305,0.6624,0.6461,0.5874,0.00090,0.1000,6.0,0.6,4.07,61,bw 
0.7667,0.6710,0.7667,0.6362,0.6575,0.6466,0.5886,0.00090,0.1000,6.0,0.5,3.85,60,bw 
0.7286,0.6358,0.7286,0.6082,0.6312,0.6195,0.5569,0.00090,0.1000,6.0,0.4,3.78,57,bw 
0.5238,0.5109,0.5524,0.4483,0.5491,0.4936,0.4023,0.00090,0.1000,6.0,0.3,3.61,54,bw 
0.5667,0.4583,0.5905,0.4461,0.4785,0.4617,0.3715,0.00090,0.1000,6.0,0.2,2.73,41,bw 
0.5143,0.4295,0.5143,0.3632,0.3954,0.3786,0.2735,0.00090,0.1000,6.0,0.1,2.36,36,bw 
0.3810,0.3381,0.3810,0.2652,0.6227,0.3719,0.2202,0.00090,1.0000,6.0,1.0,5.53,97,bw 
0.4381,0.4303,0.4381,0.3377,0.6279,0.4392,0.3157,0.00090,1.0000,6.0,0.9,5.89,101,bw 
0.4190,0.4172,0.4476,0.3047,0.4374,0.3592,0.2338,0.00090,1.0000,6.0,0.8,6.89,101,bw 
0.6762,0.6803,0.6810,0.5198,0.6933,0.5941,0.5176,0.00090,1.0000,6.0,0.7,6.01,98,bw 
0.5429,0.4757,0.5429,0.3796,0.4624,0.4169,0.3121,0.00090,1.0000,6.0,0.6,4.56,103,bw 
0.6476,0.6430,0.6476,0.5316,0.6565,0.5875,0.5128,0.00090,1.0000,6.0,0.5,4.26,112,bw 
0.8571,0.8322,0.8571,0.7937,0.7974,0.7955,0.7625,0.00090,1.0000,6.0,0.4,3.87,112,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.00090,1.0000,6.0,0.3,3.77,99,bw 
0.9476,0.9335,0.9476,0.8923,0.9248,0.9082,0.8931,0.00090,1.0000,6.0,0.2,5.83,85,bw 
0.9143,0.9139,0.9143,0.8381,0.9179,0.8762,0.8552,0.00090,1.0000,6.0,0.1,4.77,79,bw 
0.2048,0.0307,0.2048,0.1454,0.6657,0.2386,0.0140,0.00090,5.0000,6.0,1.0,5.40,97,bw 
0.2714,0.1632,0.2714,0.1904,0.8095,0.3083,0.1079,0.00090,5.0000,6.0,0.9,5.65,105,bw 
0.4143,0.4009,0.4143,0.2799,0.6539,0.3920,0.2454,0.00090,5.0000,6.0,0.8,6.00,115,bw 
0.5524,0.5783,0.5524,0.4554,0.8512,0.5933,0.5036,0.00090,5.0000,6.0,0.7,6.46,110,bw 
0.6286,0.5530,0.6286,0.4385,0.5212,0.4763,0.3834,0.00090,5.0000,6.0,0.6,5.70,93,bw 
0.3000,0.2072,0.3095,0.1943,0.6128,0.2951,0.1069,0.00090,5.0000,6.0,0.5,5.76,102,bw 
0.6048,0.5264,0.6048,0.4305,0.5369,0.4779,0.3828,0.00090,5.0000,6.0,0.4,7.95,135,bw 
0.6857,0.7055,0.6952,0.5807,0.6900,0.6306,0.5651,0.00090,5.0000,6.0,0.3,7.19,125,bw 
0.7667,0.7384,0.7905,0.6602,0.7560,0.7048,0.6535,0.00090,5.0000,6.0,0.2,6.20,104,bw 
0.6381,0.6305,0.6619,0.5273,0.5773,0.5512,0.4750,0.00090,5.0000,6.0,0.1,8.08,128,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,10.0000,6.0,1.0,7.54,121,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,10.0000,6.0,0.9,6.06,101,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,10.0000,6.0,0.8,5.64,97,bw 
0.4000,0.3226,0.4000,0.2801,0.6926,0.3989,0.2508,0.00090,10.0000,6.0,0.7,7.20,119,bw 
0.2905,0.2776,0.2905,0.2311,0.8059,0.3591,0.1829,0.00090,10.0000,6.0,0.6,6.56,120,bw 
0.3810,0.3509,0.4000,0.2900,0.4158,0.3417,0.2130,0.00090,10.0000,6.0,0.5,5.88,104,bw 
0.4857,0.4036,0.4857,0.3245,0.3639,0.3430,0.2301,0.00090,10.0000,6.0,0.4,5.97,98,bw 
0.3286,0.3133,0.3857,0.2219,0.5698,0.3194,0.1496,0.00090,10.0000,6.0,0.3,6.36,106,bw 
0.5476,0.5385,0.5476,0.3913,0.6003,0.4738,0.3675,0.00090,10.0000,6.0,0.2,6.54,109,bw 
0.3143,0.2046,0.3286,0.2138,0.2355,0.2241,0.0921,0.00090,10.0000,6.0,0.1,5.36,90,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,50.0000,6.0,1.0,7.74,139,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,50.0000,6.0,0.9,6.73,117,bw 
0.1524,0.0007,0.1524,0.1350,0.4841,0.2111,-0.0075,0.00090,50.0000,6.0,0.8,8.74,149,bw 
0.1857,0.0428,0.1857,0.1417,0.9195,0.2456,0.0068,0.00090,50.0000,6.0,0.7,8.32,130,bw 
0.4000,0.4188,0.4000,0.3172,0.8476,0.4616,0.3254,0.00090,50.0000,6.0,0.6,7.92,133,bw 
0.2952,0.2858,0.2952,0.2506,0.8831,0.3904,0.2223,0.00090,50.0000,6.0,0.5,7.30,133,bw 
0.3762,0.3225,0.3762,0.2468,0.7921,0.3764,0.2090,0.00090,50.0000,6.0,0.4,8.91,143,bw 
0.2857,0.1609,0.2857,0.1552,0.6614,0.2514,0.0344,0.00090,50.0000,6.0,0.3,7.75,130,bw 
0.2619,0.2175,0.2952,0.1769,0.6749,0.2803,0.0775,0.00090,50.0000,6.0,0.2,6.56,117,bw 
0.3810,0.3597,0.3952,0.2919,0.4007,0.3377,0.2110,0.00090,50.0000,6.0,0.1,5.92,111,bw 
0.2857,0.1979,0.2857,0.2220,0.7964,0.3473,0.1664,0.00090,100.0000,6.0,1.0,8.23,148,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,6.0,0.9,7.47,123,bw 
0.2857,0.2779,0.2857,0.2495,0.8949,0.3902,0.2212,0.00090,100.0000,6.0,0.8,8.57,147,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,6.0,0.7,6.96,119,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,6.0,0.6,8.41,148,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,6.0,0.5,7.54,122,bw 
0.3238,0.2974,0.3238,0.2348,0.6782,0.3488,0.1797,0.00090,100.0000,6.0,0.4,7.82,134,bw 
0.4095,0.4141,0.4095,0.3189,0.8647,0.4660,0.3302,0.00090,100.0000,6.0,0.3,7.42,136,bw 
0.2857,0.2875,0.2857,0.2532,0.9080,0.3960,0.2286,0.00090,100.0000,6.0,0.2,8.55,148,bw 
0.4095,0.4217,0.4190,0.3059,0.8437,0.4490,0.3081,0.00090,100.0000,6.0,0.1,7.28,127,bw 
0.4905,0.4526,0.4905,0.3582,0.4033,0.3794,0.2725,0.00090,0.0261,7.0,1.0,3.68,62,bw 
0.9381,0.8847,0.9381,0.8739,0.8880,0.8809,0.8616,0.00090,0.0261,7.0,0.9,3.66,61,bw 
0.7143,0.7998,0.7190,0.6318,0.9810,0.7686,0.7216,0.00090,0.0261,7.0,0.8,3.23,52,bw 
0.6857,0.7090,0.6857,0.5513,0.8079,0.6554,0.5873,0.00090,0.0261,7.0,0.7,3.38,53,bw 
0.6857,0.7544,0.7095,0.6003,0.8808,0.7140,0.6574,0.00090,0.0261,7.0,0.6,3.33,53,bw 
0.7333,0.7929,0.7333,0.6278,0.9468,0.7550,0.7059,0.00090,0.0261,7.0,0.5,3.07,50,bw 
0.6143,0.6248,0.6333,0.5244,0.7481,0.6166,0.5418,0.00090,0.0261,7.0,0.4,2.65,43,bw 
0.6238,0.5968,0.6476,0.5010,0.5695,0.5330,0.4522,0.00090,0.0261,7.0,0.3,2.54,39,bw 
0.6000,0.5715,0.6000,0.4744,0.5639,0.5153,0.4293,0.00090,0.0261,7.0,0.2,2.50,38,bw 
0.6524,0.5736,0.6524,0.4957,0.5547,0.5236,0.4418,0.00090,0.0261,7.0,0.1,1.68,23,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.00090,0.0100,7.0,1.0,2.70,45,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.00090,0.0100,7.0,0.9,2.34,42,bw 
0.7667,0.7079,0.7667,0.6541,0.6831,0.6683,0.6135,0.00090,0.0100,7.0,0.8,2.38,40,bw 
0.7333,0.6202,0.7333,0.6047,0.6230,0.6137,0.5504,0.00090,0.0100,7.0,0.7,2.18,37,bw 
0.6238,0.6023,0.6429,0.5170,0.6880,0.5904,0.5133,0.00090,0.0100,7.0,0.6,2.04,37,bw 
0.5571,0.5013,0.5619,0.4263,0.5225,0.4695,0.3738,0.00090,0.0100,7.0,0.5,1.72,28,bw 
0.5524,0.4718,0.5524,0.4134,0.4604,0.4357,0.3390,0.00090,0.0100,7.0,0.4,1.07,17,bw 
0.5286,0.4457,0.5381,0.3867,0.4608,0.4205,0.3175,0.00090,0.0100,7.0,0.3,1.13,16,bw 
0.5143,0.4294,0.5143,0.3717,0.4154,0.3924,0.2881,0.00090,0.0100,7.0,0.2,0.91,13,bw 
0.4952,0.3983,0.4952,0.3508,0.4056,0.3762,0.2671,0.00090,0.0100,7.0,0.1,0.73,10,bw 
0.4429,0.4164,0.4476,0.3088,0.7179,0.4318,0.2951,0.00090,0.1000,7.0,1.0,3.87,72,bw 
0.5429,0.5244,0.5571,0.4181,0.6887,0.5203,0.4202,0.00090,0.1000,7.0,0.9,3.91,71,bw 
0.6000,0.5877,0.6048,0.4712,0.5051,0.4876,0.4017,0.00090,0.1000,7.0,0.8,4.08,69,bw 
0.6429,0.6981,0.6667,0.5641,0.6824,0.6176,0.5491,0.00090,0.1000,7.0,0.7,4.05,70,bw 
0.9905,0.9785,0.9905,0.9806,0.9810,0.9808,0.9777,0.00090,0.1000,7.0,0.6,4.04,71,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.00090,0.1000,7.0,0.5,3.69,64,bw 
0.9905,0.9784,0.9905,0.9803,0.9810,0.9806,0.9775,0.00090,0.1000,7.0,0.4,3.59,62,bw 
0.8524,0.8576,0.8524,0.7778,0.8437,0.8094,0.7772,0.00090,0.1000,7.0,0.3,4.01,68,bw 
0.7190,0.7742,0.7190,0.6240,0.9360,0.7488,0.6986,0.00090,0.1000,7.0,0.2,3.45,58,bw 
0.7952,0.7868,0.7952,0.6755,0.8910,0.7684,0.7250,0.00090,0.1000,7.0,0.1,3.32,56,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,1.0000,7.0,1.0,4.46,79,bw 
0.2857,0.1679,0.2857,0.2017,0.7553,0.3184,0.1272,0.00090,1.0000,7.0,0.9,5.59,90,bw 
0.4048,0.3233,0.4048,0.2612,0.5888,0.3619,0.2100,0.00090,1.0000,7.0,0.8,5.68,90,bw 
0.3857,0.3325,0.4000,0.2599,0.5885,0.3605,0.2081,0.00090,1.0000,7.0,0.7,5.29,96,bw 
0.3952,0.4083,0.3952,0.3229,0.8243,0.4640,0.3305,0.00090,1.0000,7.0,0.6,5.44,94,bw 
0.4429,0.4418,0.4571,0.3184,0.5938,0.4145,0.2855,0.00090,1.0000,7.0,0.5,5.69,93,bw 
0.3381,0.2614,0.3571,0.2385,0.4391,0.3091,0.1576,0.00090,1.0000,7.0,0.4,5.04,80,bw 
0.4381,0.4204,0.4714,0.3164,0.4719,0.3788,0.2550,0.00090,1.0000,7.0,0.3,5.40,89,bw 
0.5000,0.4384,0.5333,0.3716,0.4989,0.4259,0.3173,0.00090,1.0000,7.0,0.2,4.77,78,bw 
0.5619,0.5361,0.5810,0.4343,0.5067,0.4677,0.3742,0.00090,1.0000,7.0,0.1,5.37,85,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,5.0000,7.0,1.0,6.11,94,bw 
0.1524,0.0090,0.1524,0.1388,0.9626,0.2426,0.0000,0.00090,5.0000,7.0,0.9,5.32,94,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,5.0000,7.0,0.8,6.19,89,bw 
0.3238,0.2258,0.3238,0.2042,0.8092,0.3262,0.1343,0.00090,5.0000,7.0,0.7,6.92,105,bw 
0.3905,0.3641,0.3905,0.2957,0.7790,0.4287,0.2848,0.00090,5.0000,7.0,0.6,5.99,102,bw 
0.2857,0.1572,0.2857,0.2020,0.7245,0.3159,0.1263,0.00090,5.0000,7.0,0.5,5.78,103,bw 
0.3048,0.2584,0.3333,0.2349,0.5291,0.3254,0.1649,0.00090,5.0000,7.0,0.4,6.10,97,bw 
0.3571,0.3203,0.3667,0.2521,0.3320,0.2866,0.1530,0.00090,5.0000,7.0,0.3,5.44,96,bw 
0.4333,0.4687,0.4381,0.3525,0.5967,0.4432,0.3255,0.00090,5.0000,7.0,0.2,5.80,96,bw 
0.6095,0.5906,0.6095,0.4455,0.6670,0.5342,0.4412,0.00090,5.0000,7.0,0.1,5.79,92,bw 
0.1524,0.0104,0.1524,0.1388,0.9353,0.2417,0.0000,0.00090,10.0000,7.0,1.0,6.27,103,bw 
0.1714,0.0046,0.1714,0.1375,0.5392,0.2191,-0.0026,0.00090,10.0000,7.0,0.9,5.84,100,bw 
0.2857,0.2530,0.2857,0.2259,0.9008,0.3612,0.1790,0.00090,10.0000,7.0,0.8,7.11,123,bw 
0.2857,0.2880,0.2857,0.2535,0.9090,0.3964,0.2291,0.00090,10.0000,7.0,0.7,6.99,123,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,10.0000,7.0,0.6,7.28,116,bw 
0.1952,0.0153,0.1952,0.1395,0.3882,0.2052,0.0013,0.00090,10.0000,7.0,0.5,5.71,94,bw 
0.4143,0.3229,0.4143,0.2772,0.5921,0.3776,0.2326,0.00090,10.0000,7.0,0.4,5.73,108,bw 
0.2429,0.1347,0.2667,0.1604,0.7750,0.2658,0.0466,0.00090,10.0000,7.0,0.3,6.24,104,bw 
0.4238,0.3691,0.4238,0.3090,0.6305,0.4147,0.2808,0.00090,10.0000,7.0,0.2,6.20,103,bw 
0.3762,0.2991,0.4048,0.2451,0.4312,0.3125,0.1648,0.00090,10.0000,7.0,0.1,5.81,95,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,50.0000,7.0,1.0,6.62,117,bw 
0.1619,0.0025,0.1619,0.1361,0.4956,0.2135,-0.0054,0.00090,50.0000,7.0,0.9,7.50,117,bw 
0.2000,0.0220,0.2000,0.1435,0.6233,0.2333,0.0100,0.00090,50.0000,7.0,0.8,7.14,117,bw 
0.2095,0.0186,0.2095,0.1400,0.3488,0.1998,0.0021,0.00090,50.0000,7.0,0.7,6.05,114,bw 
0.2667,0.1417,0.2667,0.1889,0.7974,0.3054,0.1045,0.00090,50.0000,7.0,0.6,6.03,112,bw 
0.2286,0.0898,0.2286,0.1487,0.8131,0.2514,0.0219,0.00090,50.0000,7.0,0.5,7.15,121,bw 
0.4286,0.4327,0.4286,0.3041,0.7662,0.4353,0.2953,0.00090,50.0000,7.0,0.4,10.01,129,bw 
0.4333,0.3974,0.4333,0.3242,0.7918,0.4600,0.3276,0.00090,50.0000,7.0,0.3,7.58,126,bw 
0.2857,0.1995,0.2857,0.1966,0.8539,0.3196,0.1215,0.00090,50.0000,7.0,0.2,7.68,124,bw 
0.3571,0.2883,0.3571,0.2636,0.6273,0.3712,0.2185,0.00090,50.0000,7.0,0.1,7.78,136,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,7.0,1.0,6.89,124,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,7.0,0.9,7.89,125,bw 
0.1857,0.0097,0.1857,0.1399,0.5327,0.2216,0.0023,0.00090,100.0000,7.0,0.8,10.13,121,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,7.0,0.7,6.54,116,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,7.0,0.6,6.99,120,bw 
0.2429,0.1081,0.2429,0.1656,0.7645,0.2723,0.0572,0.00090,100.0000,7.0,0.5,8.86,137,bw 
0.2571,0.1365,0.2571,0.1663,0.9117,0.2812,0.0608,0.00090,100.0000,7.0,0.4,10.72,130,bw 
0.4571,0.4249,0.4571,0.3066,0.6956,0.4256,0.2886,0.00090,100.0000,7.0,0.3,10.23,128,bw 
0.3000,0.2146,0.3000,0.1948,0.7389,0.3084,0.1137,0.00090,100.0000,7.0,0.2,9.74,125,bw 
0.2762,0.1446,0.2762,0.1774,0.6305,0.2769,0.0770,0.00090,100.0000,7.0,0.1,9.96,120,bw 
0.6190,0.6266,0.6190,0.4746,0.6663,0.5544,0.4682,0.00090,0.0261,8.0,1.0,4.51,61,bw 
0.5571,0.4874,0.5571,0.4030,0.7429,0.5225,0.4178,0.00090,0.0261,8.0,0.9,4.20,60,bw 
0.7143,0.6622,0.7143,0.5561,0.6529,0.6006,0.5302,0.00090,0.0261,8.0,0.8,4.54,59,bw 
0.6190,0.4875,0.6190,0.4197,0.5616,0.4804,0.3823,0.00090,0.0261,8.0,0.7,3.91,52,bw 
0.6476,0.6775,0.6762,0.5596,0.6795,0.6138,0.5444,0.00090,0.0261,8.0,0.6,3.60,50,bw 
0.9381,0.8974,0.9381,0.8746,0.8910,0.8827,0.8636,0.00090,0.0261,8.0,0.5,3.45,49,bw 
0.9286,0.9014,0.9286,0.8569,0.8847,0.8706,0.8493,0.00090,0.0261,8.0,0.4,3.76,54,bw 
0.8333,0.8480,0.8333,0.7305,0.9373,0.8211,0.7880,0.00090,0.0261,8.0,0.3,3.61,47,bw 
0.9762,0.9459,0.9762,0.9509,0.9530,0.9519,0.9442,0.00090,0.0261,8.0,0.2,3.16,43,bw 
0.8238,0.8402,0.8238,0.7328,0.9179,0.8150,0.7812,0.00090,0.0261,8.0,0.1,2.85,41,bw 
0.6095,0.5849,0.6238,0.4590,0.6916,0.5518,0.4621,0.00090,0.0100,8.0,1.0,3.49,52,bw 
0.6429,0.5990,0.6429,0.4670,0.6627,0.5479,0.4600,0.00090,0.0100,8.0,0.9,3.73,53,bw 
0.9048,0.8760,0.9048,0.8201,0.8834,0.8506,0.8255,0.00090,0.0100,8.0,0.8,3.84,52,bw 
0.9905,0.9785,0.9905,0.9806,0.9810,0.9808,0.9777,0.00090,0.0100,8.0,0.7,4.34,53,bw 
0.7048,0.7576,0.7095,0.6121,0.8933,0.7264,0.6725,0.00090,0.0100,8.0,0.6,3.05,40,bw 
0.9857,0.9677,0.9857,0.9711,0.9714,0.9713,0.9666,0.00090,0.0100,8.0,0.5,2.96,38,bw 
0.4619,0.4048,0.4714,0.3619,0.3852,0.3732,0.2686,0.00090,0.0261,3.0,1.0,4.60,10,bw 
0.4619,0.4048,0.4714,0.3619,0.3852,0.3732,0.2686,0.00090,0.0261,3.0,0.9,0.66,10,bw 
0.8095,0.8014,0.8143,0.7084,0.8982,0.7921,0.7539,0.00090,0.0100,8.0,0.4,3.30,35,bw 
0.8095,0.8341,0.8095,0.6990,0.9153,0.7927,0.7539,0.00090,0.0100,8.0,0.3,2.92,34,bw 
0.7905,0.8146,0.7952,0.6781,0.8926,0.7707,0.7278,0.00090,0.0100,8.0,0.2,2.50,29,bw 
0.6238,0.5379,0.6238,0.4715,0.5452,0.5056,0.4192,0.00090,0.0100,8.0,0.1,1.22,14,bw 
0.3619,0.3687,0.3619,0.2871,0.8053,0.4232,0.2749,0.00090,0.1000,8.0,1.0,5.01,70,bw 
0.4810,0.4106,0.4810,0.2898,0.7606,0.4197,0.2737,0.00090,0.1000,8.0,0.9,5.35,72,bw 
0.6190,0.5525,0.6190,0.4780,0.7080,0.5707,0.4855,0.00090,0.1000,8.0,0.8,5.21,72,bw 
0.5095,0.4138,0.5095,0.3517,0.6470,0.4556,0.3363,0.00090,0.1000,8.0,0.7,4.84,70,bw 
0.4667,0.4286,0.4667,0.3168,0.6890,0.4340,0.3012,0.00090,0.1000,8.0,0.6,4.82,67,bw 
0.6714,0.6041,0.6714,0.5485,0.5826,0.5651,0.4925,0.00090,0.1000,8.0,0.5,3.91,59,bw 
0.7524,0.7308,0.7524,0.6326,0.6864,0.6584,0.6007,0.00090,0.1000,8.0,0.4,3.90,62,bw 
0.7524,0.7193,0.7571,0.6438,0.7044,0.6727,0.6172,0.00090,0.1000,8.0,0.3,3.88,62,bw 
0.9667,0.9249,0.9667,0.9333,0.9333,0.9333,0.9226,0.00090,0.1000,8.0,0.2,4.57,63,bw 
0.7048,0.7698,0.7048,0.6078,0.9468,0.7404,0.6876,0.00090,0.1000,8.0,0.1,6.81,97,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,1.0000,8.0,1.0,6.02,80,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,1.0000,8.0,0.9,5.18,76,bw 
0.1619,0.0019,0.1619,0.1357,0.4870,0.2123,-0.0061,0.00090,1.0000,8.0,0.8,5.16,73,bw 
0.2286,0.0736,0.2333,0.1607,0.5103,0.2444,0.0423,0.00090,1.0000,8.0,0.7,5.17,75,bw 
0.4048,0.3403,0.4048,0.2315,0.7415,0.3528,0.1793,0.00090,1.0000,8.0,0.6,6.54,94,bw 
0.3286,0.1982,0.3286,0.2014,0.6204,0.3040,0.1196,0.00090,1.0000,8.0,0.5,5.51,80,bw 
0.3095,0.2558,0.3238,0.2335,0.3415,0.2774,0.1348,0.00090,1.0000,8.0,0.4,4.70,74,bw 
0.4095,0.3041,0.4143,0.2618,0.3235,0.2894,0.1606,0.00090,1.0000,8.0,0.3,4.80,74,bw 
