ACC,MIhat,Purity,P,R,F,RI,omega,lambda,r,p,time,iter
0.5381,0.4604,0.5524,0.4013,0.5343,0.4584,0.3564,0.00090,1.0000,8.0,0.2,4.41,68,bw 
0.3524,0.2173,0.3619,0.2117,0.3445,0.2623,0.1092,0.00090,1.0000,8.0,0.1,4.79,74,bw 
0.1619,0.0016,0.1619,0.1357,0.4995,0.2134,-0.0062,0.00090,5.0000,8.0,1.0,6.99,97,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,5.0000,8.0,0.9,6.53,94,bw 
0.1762,0.0053,0.1762,0.1375,0.4969,0.2154,-0.0024,0.00090,5.0000,8.0,0.8,5.89,90,bw 
0.2857,0.2677,0.2857,0.2442,0.8788,0.3823,0.2109,0.00090,5.0000,8.0,0.7,7.03,105,bw 
0.5095,0.4913,0.5095,0.3475,0.7484,0.4746,0.3517,0.00090,5.0000,8.0,0.6,7.36,106,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,5.0000,8.0,0.5,7.76,104,bw 
0.2857,0.2117,0.2857,0.2040,0.8555,0.3295,0.1358,0.00090,5.0000,8.0,0.4,7.43,103,bw 
0.3524,0.3317,0.3524,0.2687,0.8187,0.4046,0.2474,0.00090,5.0000,8.0,0.3,6.88,102,bw 
0.3524,0.2832,0.3714,0.2589,0.3967,0.3134,0.1748,0.00090,5.0000,8.0,0.2,5.87,93,bw 
0.3048,0.2410,0.3048,0.2162,0.7248,0.3330,0.1517,0.00090,5.0000,8.0,0.1,6.76,95,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,10.0000,8.0,1.0,6.52,99,bw 
0.2429,0.0933,0.2429,0.1586,0.8167,0.2656,0.0433,0.00090,10.0000,8.0,0.9,8.02,116,bw 
0.1714,0.0040,0.1714,0.1369,0.4998,0.2150,-0.0037,0.00090,10.0000,8.0,0.8,6.68,97,bw 
0.1714,0.0054,0.1714,0.1379,0.6125,0.2252,-0.0017,0.00090,10.0000,8.0,0.7,6.63,96,bw 
0.1810,0.0083,0.1810,0.1392,0.5048,0.2182,0.0009,0.00090,10.0000,8.0,0.6,6.38,93,bw 
0.2714,0.2212,0.3000,0.1996,0.6696,0.3075,0.1192,0.00090,10.0000,8.0,0.5,7.47,112,bw 
0.2857,0.2604,0.2857,0.2396,0.8972,0.3782,0.2038,0.00090,10.0000,8.0,0.4,7.33,110,bw 
0.2762,0.1886,0.2762,0.2231,0.8003,0.3490,0.1686,0.00090,10.0000,8.0,0.3,6.13,94,bw 
0.2857,0.2534,0.2857,0.2294,0.8906,0.3649,0.1851,0.00090,10.0000,8.0,0.2,6.95,105,bw 
0.3238,0.3100,0.3238,0.2581,0.4703,0.3333,0.1878,0.00090,10.0000,8.0,0.1,6.68,95,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,50.0000,8.0,1.0,7.79,117,bw 
0.1714,0.0047,0.1714,0.1377,0.5698,0.2218,-0.0022,0.00090,50.0000,8.0,0.9,8.44,117,bw 
0.1714,0.0142,0.1714,0.1392,0.8217,0.2380,0.0010,0.00090,50.0000,8.0,0.8,8.33,115,bw 
0.1571,0.0074,0.1571,0.1386,0.8910,0.2399,-0.0003,0.00090,50.0000,8.0,0.7,7.27,112,bw 
0.2857,0.2336,0.2857,0.2178,0.8686,0.3483,0.1624,0.00090,50.0000,8.0,0.6,8.61,128,bw 
0.1857,0.0107,0.1857,0.1404,0.5140,0.2206,0.0033,0.00090,50.0000,8.0,0.5,7.41,107,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,50.0000,8.0,0.4,7.15,100,bw 
0.4048,0.3978,0.4048,0.3109,0.8177,0.4506,0.3123,0.00090,50.0000,8.0,0.3,8.54,131,bw 
0.2714,0.2207,0.2952,0.1820,0.6943,0.2883,0.0878,0.00090,50.0000,8.0,0.2,8.24,120,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,50.0000,8.0,0.1,8.48,128,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,8.0,1.0,8.22,124,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,8.0,0.9,7.96,124,bw 
0.1810,0.0077,0.1810,0.1389,0.4998,0.2174,0.0003,0.00090,100.0000,8.0,0.8,8.93,121,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,8.0,0.7,10.37,151,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,8.0,0.6,7.19,105,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,8.0,0.5,6.45,95,bw 
0.1714,0.0042,0.1714,0.1370,0.4916,0.2143,-0.0036,0.00090,100.0000,8.0,0.4,9.02,125,bw 
0.3714,0.3419,0.3952,0.2583,0.6181,0.3643,0.2097,0.00090,100.0000,8.0,0.3,9.27,127,bw 
0.2286,0.1315,0.2286,0.1709,0.7826,0.2805,0.0683,0.00090,100.0000,8.0,0.2,9.04,128,bw 
0.2810,0.1879,0.2857,0.1892,0.6302,0.2911,0.0987,0.00090,100.0000,8.0,0.1,8.74,123,bw 
0.5619,0.5033,0.5619,0.3971,0.7146,0.5105,0.4042,0.00090,0.0261,9.0,1.0,4.35,62,bw 
0.4905,0.5136,0.4905,0.3735,0.7169,0.4912,0.3776,0.00090,0.0261,9.0,0.9,4.25,60,bw 
0.3333,0.2939,0.3619,0.2023,0.7846,0.3216,0.1295,0.00090,0.0261,9.0,0.8,5.26,68,bw 
0.6048,0.6396,0.6048,0.5016,0.8089,0.6192,0.5405,0.00090,0.0261,9.0,0.7,3.87,54,bw 
0.5571,0.5555,0.5810,0.4145,0.6680,0.5116,0.4106,0.00090,0.0261,9.0,0.6,3.66,55,bw 
0.4905,0.5590,0.5333,0.4238,0.4650,0.4435,0.3489,0.00090,0.0261,9.0,0.5,3.25,42,bw 
0.7714,0.7386,0.7714,0.6328,0.7284,0.6773,0.6210,0.00090,0.0261,9.0,0.4,3.40,46,bw 
0.7524,0.6850,0.7524,0.6038,0.6736,0.6368,0.5745,0.00090,0.0261,9.0,0.3,3.07,45,bw 
0.9381,0.8879,0.9381,0.8767,0.8847,0.8807,0.8614,0.00090,0.0261,9.0,0.2,3.42,44,bw 
0.7571,0.7156,0.7571,0.6565,0.6772,0.6667,0.6120,0.00090,0.0261,9.0,0.1,3.22,39,bw 
0.4048,0.3547,0.4048,0.2928,0.6171,0.3972,0.2574,0.00090,0.0100,9.0,1.0,4.03,52,bw 
0.4952,0.4594,0.4952,0.3623,0.5498,0.4368,0.3237,0.00090,0.0100,9.0,0.9,4.27,59,bw 
0.5714,0.5766,0.5714,0.4540,0.8144,0.5830,0.4927,0.00090,0.0100,9.0,0.8,3.64,52,bw 
0.4381,0.5094,0.5000,0.3745,0.4729,0.4180,0.3113,0.00090,0.0100,9.0,0.7,3.22,45,bw 
0.6857,0.6484,0.6857,0.5185,0.7415,0.6103,0.5342,0.00090,0.0100,9.0,0.6,3.07,44,bw 
0.7476,0.6612,0.7476,0.5692,0.6470,0.6056,0.5373,0.00090,0.0100,9.0,0.5,2.86,39,bw 
0.9000,0.8446,0.9000,0.8130,0.8269,0.8199,0.7906,0.00090,0.0100,9.0,0.4,2.84,38,bw 
0.7952,0.7371,0.7952,0.6211,0.7612,0.6841,0.6271,0.00090,0.0100,9.0,0.3,2.43,33,bw 
0.8238,0.7818,0.8238,0.6904,0.8115,0.7461,0.7013,0.00090,0.0100,9.0,0.2,2.19,30,bw 
0.6333,0.5646,0.6333,0.4735,0.5048,0.4886,0.4032,0.00090,0.0100,9.0,0.1,1.63,22,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,0.1000,9.0,1.0,3.56,53,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,0.1000,9.0,0.9,3.77,49,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,0.1000,9.0,0.8,4.17,49,bw 
0.1952,0.0244,0.1952,0.1413,0.5685,0.2263,0.0052,0.00090,0.1000,9.0,0.7,4.22,50,bw 
0.3571,0.2956,0.3571,0.2424,0.7291,0.3638,0.1965,0.00090,0.1000,9.0,0.6,5.55,70,bw 
0.4095,0.3279,0.4143,0.2539,0.7202,0.3754,0.2142,0.00090,0.1000,9.0,0.5,4.49,64,bw 
0.4571,0.3495,0.4762,0.2971,0.4443,0.3561,0.2276,0.00090,0.1000,9.0,0.4,3.02,50,bw 
0.3524,0.3446,0.3952,0.2810,0.4762,0.3534,0.2167,0.00090,0.1000,9.0,0.3,2.81,49,bw 
0.4571,0.5130,0.5190,0.3772,0.5616,0.4512,0.3420,0.00090,0.1000,9.0,0.2,3.06,50,bw 
0.6905,0.6818,0.6905,0.5548,0.6837,0.6125,0.5424,0.00090,0.1000,9.0,0.1,3.31,54,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,1.0000,9.0,1.0,4.93,78,bw 
0.2000,0.0187,0.2000,0.1448,0.5202,0.2266,0.0122,0.00090,1.0000,9.0,0.9,4.43,68,bw 
0.1810,0.0106,0.1810,0.1403,0.5767,0.2256,0.0031,0.00090,1.0000,9.0,0.8,5.88,75,bw 
0.3000,0.1817,0.3000,0.1695,0.8388,0.2821,0.0666,0.00090,1.0000,9.0,0.7,5.47,89,bw 
0.2857,0.3084,0.2857,0.2602,0.9550,0.4090,0.2441,0.00090,1.0000,9.0,0.6,6.03,86,bw 
0.3476,0.2930,0.3476,0.2399,0.7271,0.3608,0.1922,0.00090,1.0000,9.0,0.5,5.23,91,bw 
0.2857,0.2405,0.2857,0.2336,0.8548,0.3669,0.1904,0.00090,1.0000,9.0,0.4,6.29,85,bw 
0.3571,0.2154,0.3714,0.2173,0.3606,0.2712,0.1185,0.00090,1.0000,9.0,0.3,4.85,76,bw 
0.3000,0.2329,0.3000,0.2227,0.6565,0.3326,0.1581,0.00090,1.0000,9.0,0.2,5.75,96,bw 
0.3667,0.3111,0.3667,0.2701,0.7195,0.3927,0.2392,0.00090,1.0000,9.0,0.1,4.49,76,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,5.0000,9.0,1.0,4.96,91,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,5.0000,9.0,0.9,5.27,91,bw 
0.1762,0.0088,0.1762,0.1393,0.5330,0.2209,0.0012,0.00090,5.0000,9.0,0.8,5.30,90,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,5.0000,9.0,0.7,4.44,85,bw 
0.2524,0.0972,0.2524,0.1819,0.6562,0.2848,0.0863,0.00090,5.0000,9.0,0.6,4.73,86,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,5.0000,9.0,0.5,6.18,106,bw 
0.3238,0.2414,0.3238,0.2073,0.7488,0.3247,0.1372,0.00090,5.0000,9.0,0.4,6.27,107,bw 
0.2762,0.1654,0.2857,0.1885,0.6660,0.2939,0.0990,0.00090,5.0000,9.0,0.3,6.99,117,bw 
0.2714,0.1131,0.2714,0.1886,0.6824,0.2955,0.0997,0.00090,5.0000,9.0,0.2,5.01,82,bw 
0.1810,0.0078,0.1810,0.1390,0.4985,0.2173,0.0004,0.00090,5.0000,9.0,0.1,4.35,74,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,10.0000,9.0,1.0,5.62,99,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,10.0000,9.0,0.9,5.90,101,bw 
0.1714,0.0035,0.1714,0.1366,0.4910,0.2137,-0.0043,0.00090,10.0000,9.0,0.8,5.41,97,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,10.0000,9.0,0.7,6.17,96,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,10.0000,9.0,0.6,5.09,90,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,10.0000,9.0,0.5,5.67,87,bw 
0.2857,0.2039,0.2857,0.2230,0.8000,0.3488,0.1683,0.00090,10.0000,9.0,0.4,7.06,126,bw 
0.4333,0.4243,0.4333,0.3347,0.5481,0.4156,0.2940,0.00090,10.0000,9.0,0.3,6.02,103,bw 
0.2810,0.2131,0.2810,0.1960,0.9195,0.3232,0.1224,0.00090,10.0000,9.0,0.2,5.25,103,bw 
0.3095,0.3171,0.3095,0.2553,0.7527,0.3813,0.2196,0.00090,10.0000,9.0,0.1,4.90,102,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,50.0000,9.0,1.0,5.59,118,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,50.0000,9.0,0.9,5.19,113,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,50.0000,9.0,0.8,6.75,111,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,50.0000,9.0,0.7,6.64,107,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,50.0000,9.0,0.6,5.46,103,bw 
0.2286,0.0972,0.2286,0.1565,0.8131,0.2625,0.0388,0.00090,50.0000,9.0,0.5,6.14,119,bw 
0.3286,0.3360,0.3286,0.2593,0.6296,0.3673,0.2126,0.00090,50.0000,9.0,0.4,5.90,128,bw 
0.2667,0.0999,0.2667,0.1555,0.2443,0.1901,0.0247,0.00090,50.0000,9.0,0.3,5.26,113,bw 
0.2857,0.2060,0.2857,0.2006,0.8529,0.3248,0.1292,0.00090,50.0000,9.0,0.2,5.89,123,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,50.0000,9.0,0.1,3.71,81,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,9.0,1.0,5.04,126,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,9.0,0.9,4.87,117,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,9.0,0.8,4.78,118,bw 
0.2857,0.1706,0.2857,0.2061,0.7392,0.3224,0.1345,0.00090,100.0000,9.0,0.7,5.39,146,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,9.0,0.6,4.14,110,bw 
0.1476,0.0048,0.1476,0.1388,0.9905,0.2434,0.0000,0.00090,100.0000,9.0,0.5,4.87,133,bw 
0.2905,0.2616,0.2905,0.1998,0.7839,0.3185,0.1249,0.00090,100.0000,9.0,0.4,5.08,133,bw 
0.2857,0.2271,0.2857,0.2111,0.8851,0.3408,0.1505,0.00090,100.0000,9.0,0.3,5.92,134,bw 
0.2762,0.1440,0.2762,0.1775,0.6594,0.2797,0.0781,0.00090,100.0000,9.0,0.2,5.59,122,bw 
0.2810,0.1452,0.2810,0.2006,0.7195,0.3138,0.1236,0.00090,100.0000,9.0,0.1,6.16,145,bw 
0.2000,0.0157,0.2000,0.1432,0.5172,0.2243,0.0088,0.00090,0.0261,10.0,1.0,1.94,42,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,0.0261,10.0,0.9,1.55,32,bw 
0.1714,0.0152,0.1714,0.1395,0.9051,0.2417,0.0017,0.00090,0.0261,10.0,0.8,1.68,37,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,0.0261,10.0,0.7,2.47,51,bw 
0.2952,0.2099,0.2952,0.2035,0.6785,0.3131,0.1266,0.00090,0.0261,10.0,0.6,2.33,57,bw 
0.4476,0.4698,0.4476,0.3495,0.6125,0.4451,0.3260,0.00090,0.0261,10.0,0.5,1.92,43,bw 
0.6381,0.6685,0.6381,0.5171,0.7048,0.5965,0.5196,0.00090,0.0261,10.0,0.4,2.13,48,bw 
0.5571,0.5271,0.5571,0.4015,0.6946,0.5088,0.4040,0.00090,0.0261,10.0,0.3,2.11,48,bw 
0.5238,0.4738,0.5286,0.3218,0.7064,0.4422,0.3108,0.00090,0.0261,10.0,0.2,1.92,44,bw 
0.5429,0.4962,0.5429,0.3847,0.6598,0.4860,0.3768,0.00090,0.0261,10.0,0.1,1.88,40,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,0.0100,10.0,1.0,1.42,28,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,0.0100,10.0,0.9,2.59,59,bw 
0.3952,0.3333,0.3952,0.2893,0.6929,0.4082,0.2641,0.00090,0.0100,10.0,0.8,2.47,53,bw 
0.5857,0.6030,0.6095,0.4612,0.7067,0.5582,0.4690,0.00090,0.0100,10.0,0.7,2.30,51,bw 
0.7429,0.6682,0.7429,0.5932,0.6680,0.6284,0.5643,0.00090,0.0100,10.0,0.6,2.34,47,bw 
0.5810,0.5310,0.5857,0.3879,0.7629,0.5143,0.4048,0.00090,0.0100,10.0,0.5,2.03,40,bw 
0.5714,0.5329,0.5714,0.4165,0.7071,0.5242,0.4236,0.00090,0.0100,10.0,0.4,1.76,35,bw 
0.7571,0.7074,0.7571,0.6104,0.6883,0.6470,0.5861,0.00090,0.0100,10.0,0.3,1.77,33,bw 
0.5762,0.5478,0.5762,0.4395,0.5563,0.4911,0.3977,0.00090,0.0100,10.0,0.2,1.27,26,bw 
0.3762,0.2350,0.3905,0.2388,0.2952,0.2641,0.1307,0.00090,0.0100,10.0,0.1,0.94,17,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,0.1000,10.0,1.0,2.48,54,bw 
0.1571,0.0014,0.1571,0.1363,0.5603,0.2192,-0.0052,0.00090,0.1000,10.0,0.9,2.27,52,bw 
0.1714,0.0072,0.1714,0.1387,0.6158,0.2264,-0.0002,0.00090,0.1000,10.0,0.8,2.33,50,bw 
0.1810,0.0123,0.1810,0.1399,0.7271,0.2347,0.0026,0.00090,0.1000,10.0,0.7,2.22,48,bw 
0.1857,0.0119,0.1857,0.1407,0.5678,0.2255,0.0040,0.00090,0.1000,10.0,0.6,2.03,44,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,0.1000,10.0,0.5,1.42,29,bw 
0.2857,0.2109,0.2857,0.2253,0.8079,0.3523,0.1728,0.00090,0.1000,10.0,0.4,2.35,52,bw 
0.4143,0.4239,0.4190,0.3124,0.7658,0.4438,0.3073,0.00090,0.1000,10.0,0.3,2.41,57,bw 
0.5143,0.5393,0.5143,0.4040,0.8207,0.5414,0.4367,0.00090,0.1000,10.0,0.2,2.79,61,bw 
0.7286,0.7157,0.7286,0.5981,0.7550,0.6674,0.6065,0.00090,0.1000,10.0,0.1,2.71,61,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,1.0000,10.0,1.0,3.34,76,bw 
0.1905,0.0231,0.1905,0.1412,0.7143,0.2357,0.0052,0.00090,1.0000,10.0,0.9,3.70,76,bw 
0.1810,0.0118,0.1810,0.1401,0.6414,0.2299,0.0028,0.00090,1.0000,10.0,0.8,3.28,75,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,1.0000,10.0,0.7,3.03,69,bw 
0.1714,0.0299,0.1714,0.1400,0.9527,0.2441,0.0029,0.00090,1.0000,10.0,0.6,3.71,93,bw 
0.3238,0.1820,0.3238,0.1829,0.6667,0.2871,0.0886,0.00090,1.0000,10.0,0.5,3.40,86,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,1.0000,10.0,0.4,1.92,48,bw 
0.2476,0.0922,0.2476,0.1718,0.6542,0.2721,0.0671,0.00090,1.0000,10.0,0.3,3.43,88,bw 
0.2857,0.2521,0.2857,0.2250,0.9025,0.3601,0.1774,0.00090,1.0000,10.0,0.2,3.58,87,bw 
0.2952,0.2923,0.2952,0.2513,0.9002,0.3929,0.2246,0.00090,1.0000,10.0,0.1,3.10,77,bw 
0.1952,0.0113,0.1952,0.1408,0.5153,0.2211,0.0041,0.00090,5.0000,10.0,1.0,3.62,96,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,5.0000,10.0,0.9,3.70,91,bw 
0.1667,0.0034,0.1667,0.1370,0.5432,0.2188,-0.0037,0.00090,5.0000,10.0,0.8,3.50,90,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,5.0000,10.0,0.7,3.62,98,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,5.0000,10.0,0.6,3.43,91,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,5.0000,10.0,0.5,3.08,79,bw 
0.1905,0.0340,0.1905,0.1420,0.8381,0.2428,0.0072,0.00090,5.0000,10.0,0.4,3.87,103,bw 
0.3048,0.1897,0.3048,0.2053,0.6003,0.3060,0.1251,0.00090,5.0000,10.0,0.3,4.37,113,bw 
0.1762,0.0427,0.1762,0.1414,0.8998,0.2443,0.0059,0.00090,5.0000,10.0,0.2,3.88,103,bw 
0.4000,0.3744,0.4000,0.2777,0.8286,0.4160,0.2628,0.00090,5.0000,10.0,0.1,3.73,97,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,10.0000,10.0,1.0,3.83,101,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,10.0000,10.0,0.9,3.81,97,bw 
0.1810,0.0113,0.1810,0.1404,0.5665,0.2250,0.0033,0.00090,10.0000,10.0,0.8,3.91,97,bw 
0.3286,0.3372,0.3286,0.2655,0.8391,0.4034,0.2441,0.00090,10.0000,10.0,0.7,4.38,115,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,10.0000,10.0,0.6,3.83,96,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,10.0000,10.0,0.5,3.36,88,bw 
0.2762,0.2051,0.2762,0.2044,0.8631,0.3305,0.1369,0.00090,10.0000,10.0,0.4,4.13,110,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,10.0000,10.0,0.3,2.55,64,bw 
0.3238,0.2663,0.3238,0.2100,0.8581,0.3374,0.1473,0.00090,10.0000,10.0,0.2,3.92,106,bw 
0.2286,0.0385,0.2286,0.1549,0.5557,0.2423,0.0323,0.00090,10.0000,10.0,0.1,1.56,34,bw 
0.1762,0.0155,0.1762,0.1384,0.5386,0.2202,-0.0007,0.00090,50.0000,10.0,1.0,4.48,122,bw 
0.1762,0.0062,0.1762,0.1381,0.4956,0.2160,-0.0014,0.00090,50.0000,10.0,0.9,4.28,117,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,50.0000,10.0,0.8,4.12,114,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,50.0000,10.0,0.7,4.03,111,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,50.0000,10.0,0.6,3.96,105,bw 
0.2286,0.0744,0.2429,0.1542,0.6289,0.2477,0.0319,0.00090,50.0000,10.0,0.5,4.51,122,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,50.0000,10.0,0.4,4.65,128,bw 
0.2810,0.1149,0.2810,0.1864,0.3419,0.2413,0.0752,0.00090,50.0000,10.0,0.3,3.94,113,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,50.0000,10.0,0.2,2.33,64,bw 
0.2476,0.0541,0.2476,0.1620,0.5816,0.2535,0.0465,0.00090,50.0000,10.0,0.1,2.40,65,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,10.0,1.0,4.69,133,bw 
0.1762,0.0058,0.1762,0.1381,0.5609,0.2217,-0.0013,0.00090,100.0000,10.0,0.9,4.35,124,bw 
0.1905,0.0146,0.1905,0.1426,0.5218,0.2240,0.0077,0.00090,100.0000,10.0,0.8,4.42,123,bw 
0.1714,0.0042,0.1714,0.1370,0.4920,0.2143,-0.0036,0.00090,100.0000,10.0,0.7,4.21,119,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,10.0,0.6,4.21,119,bw 
0.1810,0.0077,0.1810,0.1388,0.5744,0.2236,0.0001,0.00090,100.0000,10.0,0.5,4.29,115,bw 
0.1952,0.0669,0.1952,0.1469,0.8128,0.2488,0.0180,0.00090,100.0000,10.0,0.4,4.59,122,bw 
0.3143,0.1544,0.3143,0.2026,0.3632,0.2601,0.0998,0.00090,100.0000,10.0,0.3,4.55,122,bw 
0.4048,0.3577,0.4048,0.2900,0.7074,0.4113,0.2671,0.00090,100.0000,10.0,0.2,4.93,131,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00090,100.0000,10.0,0.1,4.90,133,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00100,32.0000,10.0,1.0,3.09,117,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00100,32.0000,10.0,0.9,3.25,122,bw 
0.4143,0.4033,0.4143,0.2987,0.8355,0.4401,0.2962,0.00100,32.0000,10.0,0.8,3.49,132,bw 
0.1762,0.0161,0.1762,0.1384,0.4742,0.2143,-0.0007,0.00100,32.0000,10.0,0.7,2.86,109,bw 
0.3190,0.1841,0.3190,0.2056,0.5980,0.3060,0.1254,0.00100,32.0000,10.0,0.6,3.14,118,bw 
0.1857,0.0246,0.1857,0.1409,0.8397,0.2413,0.0049,0.00100,32.0000,10.0,0.5,2.80,105,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00100,32.0000,10.0,0.4,2.08,76,bw 
0.1810,0.0095,0.1810,0.1398,0.5179,0.2202,0.0021,0.00100,32.0000,10.0,0.3,2.60,99,bw 
0.1429,0.0000,0.1429,0.1388,1.0000,0.2437,0.0000,0.00100,32.0000,10.0,0.2,2.18,82,bw 
0.2333,0.0532,0.2333,0.1613,0.5829,0.2527,0.0452,0.00100,32.0000,10.0,0.1,1.42,53,bw 
0.7571,0.7284,0.7714,0.6217,0.7757,0.6902,0.6338,0.00100,0.0010,10.0,1.0,0.62,21,bw 
0.7619,0.7150,0.7619,0.5999,0.6742,0.6349,0.5721,0.00100,0.0010,10.0,0.9,0.49,17,bw 
0.5286,0.4174,0.5333,0.3610,0.4066,0.3825,0.2760,0.00100,0.0010,10.0,0.8,0.18,5,bw 
0.4810,0.3640,0.4810,0.3180,0.3498,0.3331,0.2197,0.00100,0.0010,10.0,0.7,0.16,4,bw 
0.4524,0.3401,0.4524,0.2996,0.3320,0.3150,0.1980,0.00100,0.0010,10.0,0.6,0.15,4,bw 
0.4476,0.3399,0.4524,0.3003,0.3346,0.3166,0.1995,0.00100,0.0010,10.0,0.5,0.13,3,bw 
0.4476,0.3399,0.4524,0.3003,0.3346,0.3166,0.1995,0.00100,0.0010,10.0,0.4,0.13,3,bw 
0.4476,0.3399,0.4524,0.3003,0.3346,0.3166,0.1995,0.00100,0.0010,10.0,0.3,0.13,3,bw 
0.4476,0.3399,0.4524,0.3003,0.3346,0.3166,0.1995,0.00100,0.0010,10.0,0.2,0.15,3,bw 
